name,gender,age,ethnicity,emotion
478.png,0,3,0,3
2383.png,0,4,0,3
1852.png,1,3,3,3
336.png,1,4,3,3
450.png,1,3,0,3
322.png,0,4,0,3
2354.png,1,1,0,3
1885.png,1,3,0,3
2432.png,1,2,3,3
2426.png,0,4,0,2
1891.png,0,4,1,2
1649.png,1,4,0,3
2340.png,0,4,3,3
1661.png,1,0,0,5
3076.png,0,4,0,2
1107.png,0,2,3,3
1113.png,1,4,0,3
3062.png,0,4,0,3
1675.png,0,4,3,4
2195.png,0,2,1,2
1488.png,0,4,3,3
652.png,1,3,0,3
875.png,1,4,3,3
35.png,0,4,3,3
1339.png,1,3,3,3
3248.png,0,3,0,3
2156.png,0,5,0,3
2142.png,0,4,1,4
861.png,1,4,1,3
1305.png,0,3,3,3
691.png,0,4,2,5
3274.png,0,4,3,3
1477.png,0,5,1,3
2963.png,0,4,3,3
726.png,1,2,0,3
901.png,1,2,3,3
2022.png,0,3,0,3
2036.png,1,5,3,3
3328.png,0,4,1,3
1259.png,1,5,0,3
915.png,0,4,0,3
1271.png,0,4,3,3
3300.png,0,4,0,3
1503.png,1,6,2,3
3314.png,1,2,0,2
1265.png,1,3,0,3
1932.png,0,4,3,3
518.png,0,4,1,4
1098.png,0,4,3,3
1926.png,0,3,0,3
242.png,1,6,1,2
524.png,1,2,3,3
530.png,1,2,0,2
256.png,0,2,0,5
2220.png,0,3,0,3
1729.png,1,4,0,3
2234.png,1,3,0,3
1715.png,1,4,1,3
3102.png,0,3,3,3
1067.png,1,4,0,3
3116.png,0,4,1,5
1701.png,0,2,0,6
295.png,0,4,3,3
1066.png,0,4,3,3
294.png,1,3,0,3
1700.png,1,4,3,4
3117.png,0,4,0,3
3103.png,0,4,0,3
1714.png,1,3,0,3
280.png,1,2,2,3
1072.png,0,3,3,4
2553.png,1,4,1,3
2221.png,1,4,0,3
2547.png,0,3,3,3
531.png,0,2,3,3
243.png,1,4,0,3
525.png,1,4,0,3
1099.png,1,3,3,3
1927.png,1,3,2,3
1933.png,0,4,3,3
3315.png,0,2,3,3
1502.png,0,4,3,3
928.png,0,4,0,5
2779.png,0,4,2,3
1516.png,1,4,0,3
3301.png,0,4,3,3
3329.png,0,5,0,3
2037.png,1,6,0,3
2751.png,0,5,1,2
914.png,1,3,0,3
1258.png,0,5,3,3
900.png,1,1,1,2
2023.png,0,4,3,3
733.png,0,4,3,3
727.png,1,3,0,3
3261.png,0,4,3,3
1310.png,1,2,3,3
684.png,1,4,3,3
1304.png,1,2,0,3
1462.png,0,4,3,3
3275.png,0,4,0,3
2143.png,1,4,0,3
860.png,1,5,1,5
874.png,1,2,1,3
2157.png,1,4,0,3
3249.png,0,4,0,3
653.png,0,2,0,3
2816.png,0,4,3,3
2180.png,1,4,1,3
486.png,1,4,1,3
1112.png,1,3,0,3
1674.png,0,5,1,3
3063.png,0,4,3,4
3077.png,0,4,3,4
2369.png,1,4,0,3
1660.png,0,5,0,3
2427.png,0,4,0,3
1890.png,1,4,0,3
1884.png,0,2,3,3
2355.png,0,4,0,5
2433.png,0,4,3,3
323.png,0,2,0,3
337.png,0,5,1,3
451.png,1,4,0,3
1853.png,0,4,3,3
2382.png,0,4,3,3
2396.png,1,3,0,4
3088.png,0,4,3,3
1847.png,1,4,0,3
1851.png,0,4,0,3
309.png,0,4,3,3
1845.png,1,4,0,3
453.png,0,0,0,4
335.png,1,5,3,3
1879.png,0,3,1,3
2425.png,0,4,1,3
1138.png,0,3,3,3
2431.png,1,2,2,3
2357.png,0,4,3,3
3049.png,0,5,0,3
1886.png,0,4,1,4
3061.png,0,4,2,3
1676.png,0,4,3,3
1110.png,1,2,0,3
484.png,0,3,2,4
2419.png,1,4,3,3
490.png,0,2,1,3
1662.png,0,2,0,3
3075.png,0,4,1,4
679.png,1,4,0,3
2182.png,1,4,1,3
2196.png,1,1,3,3
3288.png,0,4,3,3
645.png,0,4,0,3
889.png,0,4,3,4
862.png,0,4,1,2
2627.png,0,5,3,3
2141.png,0,4,3,3
1448.png,0,4,0,3
876.png,0,4,3,3
686.png,1,4,0,3
1474.png,0,2,0,4
3263.png,0,4,0,3
3277.png,0,4,0,4
2169.png,0,4,3,3
1460.png,1,4,0,3
692.png,0,4,3,3
2948.png,1,6,0,3
1299.png,0,3,3,3
719.png,0,2,0,3
2960.png,0,4,0,3
725.png,0,2,0,0
916.png,1,6,2,3
2035.png,0,3,0,3
1528.png,0,0,1,2
2021.png,0,4,3,3
902.png,0,4,0,3
1266.png,0,3,3,5
1500.png,0,4,0,3
3317.png,0,4,1,4
3303.png,0,4,3,3
1514.png,0,5,3,4
1272.png,0,3,0,4
269.png,0,4,0,3
1931.png,1,5,1,2
1919.png,0,3,0,3
255.png,0,4,0,3
533.png,1,3,0,3
241.png,1,4,0,3
3129.png,0,3,1,3
2237.png,1,4,0,3
1058.png,1,4,0,3
2545.png,1,3,0,3
2223.png,0,2,0,4
3115.png,0,4,3,3
1702.png,1,2,1,3
296.png,0,5,0,3
1064.png,1,4,0,3
2579.png,1,4,1,3
1070.png,1,4,0,3
282.png,0,4,3,5
1716.png,0,4,1,3
3101.png,0,4,0,3
1071.png,1,4,0,3
2578.png,0,4,3,3
3100.png,0,4,3,3
1717.png,0,5,0,3
283.png,0,4,3,3
3114.png,0,2,1,4
2544.png,1,5,0,3
2222.png,1,4,0,3
2236.png,0,4,0,3
3128.png,1,0,1,3
1059.png,0,5,0,3
2550.png,0,3,0,3
526.png,0,1,0,3
240.png,1,4,0,3
254.png,0,4,0,3
1918.png,0,2,2,3
532.png,1,4,0,3
268.png,0,4,0,3
1924.png,0,4,1,4
1515.png,1,5,3,3
3302.png,0,4,0,3
1267.png,1,4,0,3
3316.png,0,5,0,3
1501.png,1,2,0,2
1529.png,1,1,1,3
917.png,1,4,3,3
2961.png,0,4,3,3
718.png,1,4,0,3
1298.png,0,4,0,6
2791.png,0,4,3,3
1461.png,0,4,0,4
2168.png,1,4,0,3
3276.png,0,4,1,3
1313.png,0,4,3,5
3262.png,0,4,3,4
2154.png,0,4,3,3
37.png,0,4,3,3
863.png,0,4,0,3
136.png,0,4,3,3
888.png,0,2,0,3
644.png,1,3,3,3
3289.png,0,4,3,3
2197.png,0,4,3,3
2183.png,0,2,0,3
3074.png,1,2,1,3
1663.png,0,4,1,2
1677.png,0,3,3,3
3060.png,0,2,3,3
485.png,1,3,3,3
1111.png,1,1,0,3
2430.png,1,1,0,4
1139.png,0,4,3,3
1887.png,1,4,1,3
3048.png,0,2,3,3
2356.png,0,5,3,4
2342.png,0,4,3,3
1893.png,0,4,3,3
2424.png,0,0,0,2
452.png,0,4,0,3
334.png,0,4,1,3
320.png,0,5,0,3
446.png,0,4,3,3
2395.png,1,2,3,3
1844.png,1,2,3,3
308.png,0,5,1,2
1688.png,1,3,0,3
2381.png,0,4,3,4
324.png,1,4,3,3
456.png,1,3,3,3
2385.png,0,2,1,3
318.png,1,4,1,3
1854.png,1,4,0,4
1698.png,1,3,0,3
1840.png,0,5,0,3
2391.png,0,4,0,3
1115.png,0,4,3,4
3064.png,0,4,1,3
1673.png,1,4,0,3
1667.png,0,4,0,3
3070.png,1,1,0,3
2408.png,0,5,1,3
495.png,1,4,0,3
1101.png,0,3,1,3
2420.png,1,4,3,3
1129.png,1,4,0,3
3058.png,0,4,1,4
2352.png,1,3,0,3
1883.png,1,3,0,3
2434.png,0,5,0,3
126.png,0,4,3,3
640.png,1,3,0,3
2811.png,0,4,3,3
3299.png,0,1,0,4
668.png,0,5,0,3
2193.png,0,4,1,3
3266.png,0,0,0,3
2178.png,1,4,1,3
683.png,1,6,0,3
1317.png,1,3,0,3
1303.png,0,5,0,3
697.png,0,2,2,4
3272.png,0,0,0,4
1465.png,0,4,0,3
867.png,0,4,0,3
2636.png,0,5,0,3
873.png,0,4,3,3
1459.png,1,4,0,3
2150.png,1,4,0,3
734.png,1,4,3,3
720.png,1,2,3,3
2795.png,0,4,0,3
1288.png,0,2,0,2
1505.png,1,3,1,3
3312.png,1,4,1,2
1263.png,1,4,3,3
1277.png,0,4,3,4
2018.png,0,4,1,3
3306.png,0,4,3,3
1539.png,1,3,0,3
913.png,0,4,3,3
2742.png,0,4,2,3
907.png,1,6,0,3
536.png,1,4,3,3
250.png,1,2,3,3
244.png,0,3,0,3
522.png,1,2,3,4
1920.png,0,4,0,3
1934.png,1,2,0,3
278.png,0,5,3,3
2583.png,1,4,0,4
1061.png,1,4,3,3
2568.png,0,4,0,3
3110.png,0,2,0,3
1707.png,0,3,1,3
287.png,0,4,3,3
1713.png,1,1,1,3
3104.png,0,4,0,4
1075.png,0,2,1,3
2232.png,0,5,0,3
3138.png,0,4,2,3
2226.png,0,4,3,3
1049.png,0,4,0,3
3139.png,0,4,0,3
1048.png,0,6,0,3
2555.png,0,2,1,3
2233.png,1,4,3,3
3105.png,0,4,3,4
1712.png,1,4,0,3
286.png,1,3,3,3
1074.png,0,4,3,3
2569.png,0,4,0,3
1706.png,0,4,3,3
3111.png,0,4,1,3
279.png,1,1,0,3
1935.png,1,1,1,4
2596.png,0,4,0,3
245.png,0,4,1,3
1909.png,0,4,0,3
537.png,1,3,0,3
251.png,1,1,3,3
2031.png,1,4,0,3
912.png,0,2,0,2
1276.png,1,4,3,3
3307.png,0,4,1,3
2019.png,0,4,3,3
3313.png,0,4,3,3
1289.png,0,1,0,4
2964.png,1,2,1,5
735.png,1,2,0,3
32.png,0,4,3,3
872.png,1,4,3,3
2637.png,0,4,1,3
2145.png,0,3,1,2
26.png,0,5,1,3
866.png,1,3,2,3
696.png,0,1,1,2
1464.png,1,5,1,3
3273.png,0,2,1,3
2179.png,1,4,1,2
3267.png,0,4,0,3
1470.png,0,3,0,3
682.png,1,3,3,3
669.png,0,4,3,3
3298.png,0,4,3,3
2186.png,0,4,1,3
2838.png,0,0,1,5
655.png,0,4,0,4
127.png,1,2,3,3
899.png,0,4,3,3
1882.png,1,4,0,3
2353.png,0,4,3,3
2421.png,0,4,1,3
3059.png,0,4,0,4
3071.png,0,4,0,3
1666.png,0,4,3,3
1100.png,0,4,0,3
2409.png,1,4,0,3
480.png,1,4,2,3
1114.png,0,4,0,4
1672.png,0,4,0,3
3065.png,0,4,3,3
2390.png,0,3,0,3
1841.png,1,4,3,3
1699.png,0,2,0,2
1855.png,1,2,1,3
331.png,0,4,0,3
443.png,1,4,0,3
1869.png,0,4,3,3
325.png,0,2,3,3
455.png,1,4,0,3
327.png,0,3,2,3
469.png,1,4,0,3
2392.png,1,3,0,3
3098.png,0,4,0,3
1857.png,1,4,0,3
496.png,0,2,1,2
1102.png,0,4,0,4
3073.png,0,3,3,3
2379.png,1,3,0,3
3067.png,0,2,1,3
1670.png,1,2,3,3
1116.png,0,3,3,3
482.png,1,3,0,3
2437.png,1,4,3,3
2351.png,1,4,0,3
1880.png,1,4,1,3
1894.png,1,2,3,3
2345.png,0,4,3,4
2423.png,0,2,0,3
131.png,0,4,3,3
657.png,1,4,0,3
643.png,1,3,0,3
2190.png,0,4,3,3
1499.png,0,5,0,3
119.png,0,2,0,3
2184.png,0,3,1,2
3271.png,1,2,1,3
1300.png,1,5,0,3
694.png,1,4,0,3
2609.png,0,5,2,4
858.png,0,4,0,4
1314.png,0,4,0,3
18.png,0,4,0,3
1472.png,1,4,0,3
3265.png,0,3,0,4
870.png,0,4,3,3
24.png,0,4,3,3
2147.png,0,4,2,3
723.png,1,6,0,3
737.png,0,4,0,3
2972.png,0,3,3,3
2782.png,1,6,0,3
2796.png,0,4,1,3
3305.png,0,4,3,3
1512.png,1,2,1,3
1274.png,0,1,0,3
938.png,0,4,1,4
1506.png,1,3,0,3
3311.png,0,0,0,2
2027.png,1,2,1,3
904.png,1,4,3,3
910.png,1,2,1,3
2755.png,0,5,0,3
2033.png,0,4,3,3
521.png,0,2,1,2
247.png,1,4,0,3
535.png,1,4,0,3
1089.png,1,4,0,3
509.png,0,4,0,3
1076.png,1,4,3,3
3107.png,0,1,0,5
2219.png,1,1,0,3
3113.png,0,4,1,3
1704.png,0,4,1,3
290.png,1,2,0,2
2543.png,1,5,0,2
2225.png,0,2,1,3
1738.png,0,4,3,3
2557.png,1,3,1,3
2230.png,0,3,2,3
2556.png,1,4,0,3
291.png,1,2,2,3
1705.png,1,4,3,3
3112.png,0,2,1,4
1063.png,1,2,0,3
1077.png,1,4,0,3
2218.png,1,5,0,3
3106.png,0,3,0,3
285.png,1,6,0,3
508.png,1,6,0,3
1088.png,1,3,0,3
2581.png,1,4,3,3
534.png,0,4,0,3
520.png,0,2,0,2
246.png,0,4,3,3
911.png,1,4,3,3
2032.png,1,4,0,3
2026.png,1,2,1,3
1249.png,1,4,0,3
1261.png,1,4,3,3
3310.png,0,4,3,3
1507.png,0,1,0,3
1513.png,0,3,0,4
3304.png,0,4,0,3
939.png,1,3,3,3
2783.png,1,2,3,3
736.png,0,4,2,4
722.png,0,3,1,3
1329.png,0,6,1,5
2146.png,1,4,0,3
2152.png,0,3,3,3
1315.png,1,4,0,3
681.png,0,4,3,3
3264.png,0,4,0,3
1467.png,0,4,3,3
3270.png,0,4,3,3
695.png,1,3,0,3
1301.png,1,3,0,3
1498.png,0,4,0,0
2191.png,1,4,0,3
642.png,1,2,1,3
124.png,0,4,3,3
656.png,0,4,0,3
1895.png,1,5,0,3
2422.png,1,3,0,3
2436.png,0,4,3,5
1659.png,0,3,0,3
2350.png,1,4,0,3
1671.png,0,4,0,3
3066.png,0,4,3,3
483.png,0,4,1,5
1117.png,0,4,3,3
3072.png,0,4,3,3
1665.png,0,4,1,3
2387.png,1,4,0,3
3099.png,0,4,3,3
468.png,1,3,0,3
1842.png,1,4,1,3
454.png,1,2,0,3
332.png,0,3,3,3
2492.png,0,4,3,3
369.png,1,4,0,3
433.png,0,3,0,3
355.png,0,3,3,3
1819.png,0,3,1,2
427.png,0,4,0,5
2451.png,1,3,0,3
2337.png,0,4,2,3
3029.png,1,4,1,0
2323.png,1,4,3,3
1164.png,0,3,3,3
3015.png,0,4,1,3
396.png,0,4,3,3
1602.png,0,2,0,2
1616.png,1,4,0,3
382.png,1,3,0,3
3001.png,0,3,0,3
2479.png,0,3,0,3
1170.png,1,4,0,3
619.png,1,4,0,3
157.png,1,4,0,3
625.png,1,4,0,3
2135.png,0,2,3,3
802.png,1,2,0,3
42.png,0,4,0,3
1428.png,1,6,0,3
1400.png,0,4,0,3
3217.png,0,5,3,3
1366.png,1,4,0,3
1372.png,1,4,3,3
3203.png,1,4,2,3
1414.png,1,3,0,3
2082.png,1,4,0,3
2096.png,0,4,1,3
989.png,0,3,1,3
751.png,0,4,0,3
1548.png,1,3,0,3
962.png,0,4,2,3
2055.png,1,2,0,2
1574.png,0,4,0,3
1212.png,0,4,3,0
786.png,0,4,3,3
792.png,1,2,0,3
1206.png,0,4,3,3
1560.png,1,3,0,3
2280.png,1,4,3,3
1951.png,0,4,3,2
1789.png,1,4,0,3
1945.png,1,2,1,3
209.png,0,5,0,3
2294.png,0,3,0,5
547.png,0,4,0,3
1979.png,1,3,0,3
553.png,0,3,0,3
2525.png,0,4,3,4
1992.png,0,4,1,3
2243.png,1,4,3,3
3149.png,0,4,1,4
2257.png,0,4,1,4
1986.png,1,3,3,3
1038.png,1,3,3,3
1010.png,0,1,1,3
2519.png,0,4,3,3
3161.png,0,5,0,3
1762.png,1,4,0,3
3175.png,0,4,0,3
1004.png,1,4,0,3
3174.png,0,3,3,3
1763.png,0,4,3,3
591.png,0,4,3,3
1005.png,0,5,1,3
2518.png,1,2,0,3
1011.png,1,4,0,2
1777.png,0,4,3,3
3160.png,0,3,0,3
1987.png,0,4,0,3
2256.png,0,7,0,0
3148.png,0,4,3,3
2524.png,1,3,3,3
2242.png,0,4,3,3
234.png,0,4,0,3
1978.png,1,3,0,2
552.png,0,4,0,3
546.png,1,3,0,4
2295.png,1,3,3,3
1944.png,1,4,0,3
1950.png,1,2,3,3
2281.png,0,1,2,3
793.png,0,4,3,3
1561.png,1,4,2,3
2068.png,1,4,0,3
1575.png,1,4,0,3
787.png,1,4,0,4
1213.png,0,4,0,3
977.png,0,4,1,2
2732.png,0,4,3,3
2054.png,0,3,1,3
2040.png,0,3,3,3
963.png,0,4,3,3
750.png,0,4,2,4
988.png,1,4,0,3
2915.png,0,4,3,3
744.png,0,4,0,3
2097.png,1,2,1,3
2083.png,0,4,3,3
778.png,1,2,1,2
1373.png,0,3,0,3
1415.png,1,2,0,3
3202.png,1,5,0,3
3216.png,0,4,1,3
1401.png,0,2,0,3
803.png,0,4,3,2
1429.png,0,4,3,3
624.png,1,3,3,3
2875.png,0,3,0,3
630.png,0,4,1,3
618.png,1,4,2,3
1398.png,0,4,1,2
94.png,0,3,0,3
2691.png,0,4,1,3
383.png,0,5,0,3
1617.png,1,2,1,3
1171.png,1,4,2,3
2478.png,1,5,0,3
1165.png,0,4,0,3
1603.png,0,2,0,2
397.png,0,3,1,5
3014.png,0,4,1,3
2322.png,0,4,3,4
1159.png,1,3,3,3
3028.png,0,4,3,3
2336.png,0,4,0,3
340.png,1,5,2,3
426.png,0,2,1,3
2487.png,1,2,0,2
2493.png,1,3,3,3
1824.png,1,5,0,4
368.png,0,4,0,3
2485.png,1,4,0,3
418.png,0,0,1,2
1832.png,0,4,0,2
1198.png,0,4,1,3
424.png,0,5,0,3
342.png,0,4,3,3
356.png,1,4,0,3
2446.png,1,4,0,3
2320.png,0,3,0,3
2452.png,0,4,3,3
1173.png,0,3,0,3
381.png,1,4,0,4
3002.png,0,3,3,3
2308.png,0,3,1,3
3016.png,0,4,0,3
395.png,1,3,0,3
1167.png,1,4,3,3
2687.png,0,5,0,3
626.png,1,4,3,3
632.png,0,4,3,3
154.png,1,4,0,3
2644.png,0,4,1,3
801.png,1,3,0,3
1359.png,0,4,3,3
2888.png,0,3,3,3
3228.png,0,4,0,3
7.png,0,1,0,3
2136.png,1,4,3,3
3200.png,0,4,0,3
183.png,1,4,0,3
1417.png,1,5,0,5
1371.png,1,3,1,3
829.png,0,4,1,3
1365.png,1,4,3,3
1403.png,1,4,0,3
197.png,1,4,0,3
3214.png,0,4,0,3
2095.png,1,4,3,3
1588.png,1,4,1,3
2081.png,0,2,1,3
752.png,0,4,0,3
746.png,0,4,1,4
2730.png,0,4,2,6
1239.png,0,4,0,2
975.png,1,2,1,6
2042.png,0,1,0,3
1563.png,1,4,3,3
791.png,0,4,1,2
1205.png,1,4,0,3
949.png,1,1,0,3
1211.png,0,4,3,3
785.png,0,4,0,3
1577.png,1,3,0,3
3189.png,1,4,1,3
2283.png,1,4,3,3
1952.png,0,4,1,4
578.png,0,4,2,3
236.png,0,4,3,3
222.png,0,4,0,3
544.png,1,4,2,3
2532.png,0,5,3,3
2254.png,0,4,3,3
1985.png,1,2,3,3
1991.png,1,2,0,3
2240.png,1,3,0,3
2526.png,1,4,0,3
593.png,1,4,0,3
1761.png,0,4,3,5
3176.png,0,4,0,3
3162.png,0,4,0,3
587.png,0,4,0,2
3163.png,0,4,1,4
592.png,0,4,3,3
1006.png,0,4,0,3
2269.png,1,5,1,2
3177.png,0,3,3,3
1760.png,1,4,3,3
2241.png,0,4,0,3
1990.png,0,4,0,3
1748.png,1,4,3,3
2527.png,1,4,0,3
2533.png,1,4,0,3
2255.png,0,4,0,3
545.png,0,1,0,3
237.png,0,4,1,3
2282.png,0,4,0,3
579.png,0,2,0,4
3188.png,0,5,1,3
2296.png,1,4,0,3
1947.png,1,3,0,4
784.png,0,4,0,3
1210.png,1,2,0,3
948.png,1,3,0,3
1204.png,0,4,0,3
790.png,0,4,3,3
960.png,0,4,1,4
2043.png,1,3,0,3
2057.png,0,4,0,3
1238.png,1,4,0,3
747.png,1,4,3,3
753.png,1,4,0,3
2080.png,0,5,1,2
2094.png,1,3,0,3
1364.png,1,4,0,3
828.png,1,3,0,3
3215.png,0,4,0,3
196.png,1,3,0,3
1402.png,0,5,1,5
1416.png,0,4,0,2
182.png,0,4,1,3
3201.png,0,4,3,3
1370.png,1,4,3,3
2889.png,0,4,1,3
2651.png,0,3,0,3
1358.png,1,4,0,3
6.png,0,4,0,3
3229.png,0,4,3,3
2123.png,0,4,0,3
800.png,1,4,3,3
155.png,0,2,0,2
627.png,1,4,0,3
169.png,1,4,0,3
394.png,0,4,3,3
3017.png,0,4,1,4
2309.png,0,4,0,3
3003.png,0,4,1,3
380.png,0,4,3,3
1614.png,0,4,3,4
2453.png,0,2,1,3
2447.png,1,4,1,0
2321.png,1,4,0,3
357.png,1,3,0,3
431.png,1,2,0,3
343.png,1,1,0,2
1827.png,0,4,2,3
2490.png,0,3,0,3
1199.png,0,3,1,3
1833.png,1,4,0,2
347.png,1,3,0,3
435.png,0,4,3,3
353.png,0,4,1,3
2480.png,1,3,0,3
1189.png,1,4,3,3
2494.png,0,4,0,3
1823.png,0,3,3,3
1610.png,1,4,0,3
384.png,1,4,0,3
2319.png,0,4,0,3
3007.png,0,4,0,3
1176.png,1,2,0,5
1162.png,0,2,1,3
3013.png,0,4,3,3
390.png,0,4,3,3
1604.png,0,3,0,3
2443.png,1,4,1,3
1638.png,1,4,0,3
2331.png,1,4,0,3
2866.png,0,4,3,3
623.png,1,5,1,6
145.png,1,2,0,3
637.png,1,4,0,2
87.png,0,4,3,3
179.png,1,4,0,3
1374.png,0,4,1,3
3205.png,0,4,1,2
186.png,1,6,0,3
1412.png,1,2,0,3
1406.png,1,4,0,3
3211.png,0,3,0,3
2669.png,0,4,3,3
1360.png,1,2,3,3
804.png,1,4,0,3
44.png,0,4,3,3
3239.png,1,5,1,2
2133.png,0,4,1,3
810.png,0,2,0,5
2912.png,1,6,0,3
757.png,1,1,0,4
743.png,1,4,0,3
1599.png,0,4,1,5
2084.png,1,4,0,3
1200.png,1,4,0,4
1214.png,0,4,3,3
780.png,0,4,3,3
958.png,1,2,3,3
970.png,0,4,0,2
2053.png,0,5,0,4
2047.png,0,5,0,3
1228.png,0,4,0,3
964.png,1,5,1,2
233.png,1,4,0,3
555.png,1,4,3,3
541.png,1,3,3,3
227.png,1,4,0,3
1943.png,0,4,1,3
569.png,1,4,0,3
3198.png,1,6,1,2
1957.png,1,4,3,3
1764.png,1,2,3,3
3173.png,0,4,1,3
596.png,1,2,1,3
582.png,0,4,0,3
1016.png,0,4,1,4
3167.png,0,4,3,4
1758.png,1,4,1,5
1980.png,0,4,0,3
2523.png,1,4,3,3
1994.png,1,2,2,3
2522.png,1,3,0,3
2244.png,1,4,0,3
1995.png,1,2,1,6
1981.png,0,4,0,3
1759.png,1,2,1,2
2250.png,0,4,3,3
2536.png,1,4,0,3
1017.png,1,4,3,4
1771.png,1,4,0,3
2278.png,0,1,1,3
3166.png,0,4,3,2
3172.png,0,4,3,3
1765.png,0,4,3,3
597.png,1,4,2,3
1003.png,0,4,3,4
1956.png,1,4,0,3
3199.png,1,1,1,2
2287.png,1,3,0,4
2293.png,1,4,0,3
1942.png,0,4,3,3
540.png,1,4,0,3
226.png,1,3,0,3
232.png,1,4,3,3
554.png,1,3,1,3
2046.png,1,4,0,4
2720.png,0,4,2,2
965.png,1,6,0,3
1229.png,0,4,3,3
971.png,0,4,3,3
2052.png,1,1,1,4
1573.png,1,1,1,2
959.png,1,1,1,2
1201.png,0,4,1,4
1567.png,0,4,3,3
2085.png,1,4,0,3
2091.png,0,4,0,3
2907.png,0,4,0,3
756.png,0,4,3,0
2132.png,1,4,0,3
811.png,0,5,0,3
1349.png,0,4,2,3
805.png,1,5,1,4
2126.png,0,4,3,3
3238.png,0,3,0,4
3210.png,0,4,3,0
1407.png,0,4,3,3
1361.png,0,3,2,3
1375.png,1,2,0,3
839.png,1,6,0,3
187.png,1,2,0,3
3204.png,0,4,2,3
2697.png,0,4,1,3
2683.png,0,4,3,3
150.png,0,4,0,3
636.png,0,4,3,3
144.png,1,4,1,0
2330.png,0,4,0,3
2324.png,1,3,0,3
2442.png,1,4,0,3
1605.png,0,3,3,3
391.png,0,4,0,3
3012.png,0,3,3,3
3006.png,0,4,3,3
2495.png,0,4,0,3
408.png,1,4,0,3
1822.png,1,0,0,3
1836.png,0,3,3,3
1188.png,0,4,3,3
2481.png,0,4,0,3
434.png,1,3,0,3
346.png,1,5,0,3
420.png,0,4,0,3
350.png,0,4,0,3
436.png,0,4,0,4
422.png,1,3,0,3
344.png,1,4,0,3
1808.png,0,2,0,3
1820.png,0,4,0,3
2483.png,1,4,0,3
1834.png,0,4,1,2
3010.png,0,5,0,0
1161.png,0,4,0,0
2468.png,1,4,3,3
1175.png,1,3,0,3
1613.png,1,2,0,3
3004.png,0,4,0,4
1149.png,0,4,0,3
2440.png,0,2,3,3
2326.png,0,4,3,3
3038.png,0,4,1,4
634.png,1,6,0,3
146.png,0,4,0,3
620.png,0,5,0,3
608.png,1,4,3,3
1388.png,0,4,2,3
84.png,0,4,3,3
1363.png,0,3,0,3
191.png,0,4,0,3
3212.png,0,4,0,3
3206.png,0,3,1,3
1411.png,1,4,1,5
1377.png,0,3,0,3
813.png,0,4,3,3
1439.png,1,4,1,5
2124.png,0,4,1,3
2642.png,1,2,1,2
807.png,1,4,0,3
47.png,0,4,1,3
740.png,1,4,0,3
2905.png,1,4,0,3
754.png,0,4,3,3
2939.png,1,6,0,3
2087.png,0,3,1,3
768.png,0,4,1,2
783.png,0,4,0,3
1571.png,0,5,1,3
2078.png,0,5,1,3
1565.png,0,3,0,4
797.png,0,4,0,3
1203.png,1,5,0,3
967.png,0,4,0,3
2044.png,1,3,3,3
1559.png,1,2,0,3
1968.png,0,4,0,3
230.png,1,1,0,3
2285.png,1,4,0,3
1954.png,1,3,0,3
1940.png,0,4,3,3
3164.png,0,4,0,3
1773.png,1,0,3,3
581.png,1,4,3,3
1015.png,0,0,0,3
2508.png,0,2,0,3
595.png,0,2,3,3
1767.png,0,4,3,4
3170.png,0,4,3,3
1997.png,0,4,0,3
3158.png,0,4,1,3
2246.png,0,4,3,3
2520.png,1,4,0,3
1029.png,0,4,3,3
2534.png,0,0,0,4
1983.png,1,4,0,3
1982.png,1,3,0,3
2253.png,1,4,0,3
3159.png,0,4,1,3
1996.png,1,4,0,3
1028.png,1,4,1,3
2521.png,0,4,3,3
594.png,0,4,3,4
1000.png,1,3,0,3
2509.png,0,4,3,3
3171.png,0,4,1,3
1766.png,0,2,1,3
3165.png,0,4,3,3
580.png,0,4,0,3
1799.png,0,4,2,3
1941.png,1,3,0,3
219.png,1,4,0,3
2284.png,0,4,3,3
231.png,1,4,0,3
225.png,1,3,0,3
1969.png,0,4,3,3
543.png,0,5,1,2
2051.png,0,1,2,3
1558.png,1,4,0,3
972.png,0,2,3,3
966.png,1,4,3,3
2045.png,0,4,1,3
1564.png,0,4,3,4
1202.png,1,2,0,3
796.png,1,3,0,4
782.png,0,4,0,3
1216.png,0,5,3,3
2079.png,0,5,3,3
1570.png,1,3,0,3
2092.png,0,4,1,4
769.png,1,3,3,3
2910.png,0,4,1,3
741.png,0,4,3,4
999.png,0,1,1,4
2125.png,1,2,0,4
46.png,0,2,1,3
806.png,0,5,1,3
1438.png,0,3,1,3
2131.png,0,4,1,4
0.png,0,3,0,3
2119.png,1,1,0,3
3207.png,0,4,1,3
1362.png,0,4,0,3
3213.png,0,4,1,3
1404.png,0,4,0,3
85.png,0,4,3,3
1389.png,0,4,0,3
147.png,1,4,0,3
621.png,0,2,0,3
153.png,1,4,0,3
1148.png,0,4,0,3
3039.png,0,4,2,4
2327.png,0,4,0,3
2455.png,1,4,0,3
3005.png,0,4,3,3
386.png,0,4,1,3
1612.png,0,4,0,3
392.png,1,3,0,3
3011.png,0,4,0,3
2469.png,1,3,0,3
1160.png,0,4,0,3
1835.png,1,1,0,3
1821.png,0,4,0,3
423.png,0,5,0,4
1809.png,0,4,2,3
345.png,0,3,1,3
